habitat_id,ecosystem,habitat_type,naturbase_id,habitat_name,value_code,value_label,municipality,canonical_region,habitat_area_m2,centroid_lon,centroid_lat,protected_area_m2,mpa_area_m2,nearest_protected_distance_m,nearest_mpa_distance_m,nearest_dredging_distance_m,nearest_akvakultur_distance_m,nearest_platform_distance_m,nearest_windfarm_distance_m,dredging_within_1km_n,dredging_within_5km_n,dredging_within_10km_n,akvakultur_within_1km_n,akvakultur_within_5km_n,akvakultur_within_10km_n,platforms_within_1km_n,platforms_within_5km_n,platforms_within_10km_n,windfarms_within_1km_n,windfarms_within_5km_n,windfarms_within_10km_n,study_sites_within_1km_n,study_sites_within_5km_n,study_sites_within_10km_n,percent_protected,percent_mpa,colocation_pressure_index,evidence_gap_flag,high_pressure_low_protection_flag
seagrass_eelgrass_756_BM00043933,seagrass,eelgrass,BM00043933,Tvedestrandfjorden,B,Viktig,Tvedestrand (4213),Skagerrak,91.39771728887958,8.987139045991645,58.58951278301597,0.0,0.0,2174.1425289204944,117057.42966933777,40117.382552756804,22778.938631827292,241293.8571945288,91278.75673868286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_757_BM00043934,seagrass,eelgrass,BM00043934,Tvedestrandfjorden,B,Viktig,Tvedestrand (4213),Skagerrak,2699.587926411158,8.987178179790426,58.587553982309544,0.0,0.0,2214.3897592089124,117135.22205632328,40219.641678034255,22571.535655688018,241345.87297891456,91302.05298656406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_758_BM00043935,seagrass,eelgrass,BM00043935,Tvedestrandfjorden,B,Viktig,Tvedestrand (4213),Skagerrak,240.20698400613048,8.991314975208384,58.58261225844006,0.0,0.0,2326.4323246406025,117241.09431274285,40554.90641821778,22301.82056837965,241801.75285362202,91112.84367582954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_759_BM00043936,seagrass,eelgrass,BM00043936,Snaresund,C,Lokalt viktig,Tvedestrand (4213),Skagerrak,210.36891281128422,9.003057225936116,58.59555924632736,0.0,0.0,2852.9739869860723,115912.08123358671,39007.449215777444,23862.12516769268,241901.12383105105,90284.38548206854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_760_BM00043937,seagrass,eelgrass,BM00043937,Snaresund,B,Viktig,Tvedestrand (4213),Skagerrak,573.3439533074976,9.002724301217311,58.591629073564036,0.0,0.0,2580.7022001803175,116149.61836519248,39349.34014789397,23476.988652135726,242040.8714874302,90344.91678846198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_761_BM00043938,seagrass,eelgrass,BM00043938,Snaresund,B,Viktig,Tvedestrand (4213),Skagerrak,208.45844625086193,9.000376728220004,58.5910671769654,0.0,0.0,2634.1024855582305,116311.55292572963,39498.71651281057,23375.007515030156,241943.48668376554,90499.56824822657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_762_BM00043939,seagrass,eelgrass,BM00043939,Snaresund,C,Lokalt viktig,Tvedestrand (4213),Skagerrak,1863.6757929558012,9.003029399226428,58.59042827095705,0.0,0.0,2448.0679930474307,116179.14536982,39398.84617903383,23285.275607039708,242019.91971267867,90349.54332291549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_763_BM00043940,seagrass,eelgrass,BM00043940,Kalvefjorden,B,Viktig,Tvedestrand (4213),Skagerrak,169.42518814796188,8.99919397647469,58.58294275932106,0.0,0.0,2036.2798556757148,116845.02979914659,40255.19552769288,22619.92789394594,242219.55775123817,90666.23063402898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_764_BM00043941,seagrass,eelgrass,BM00043941,Kalvefjorden,B,Viktig,Tvedestrand (4213),Skagerrak,1531.4960577844713,8.998189177450104,58.58003103379636,0.0,0.0,1743.884256128944,117061.89715911618,40518.17259106855,22286.449513678424,242246.15360563927,90742.31909882091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_765_BM00043942,seagrass,eelgrass,BM00043942,Borøykilen,B,Viktig,Tvedestrand (4213),Skagerrak,679.4069212620824,9.000369706995002,58.57780399811059,0.0,0.0,1577.390390763086,117081.18455580632,40656.53569477693,22212.206586698936,242482.44760616653,90662.4702645467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_766_BM00043943,seagrass,eelgrass,BM00043943,Borøykilen,C,Lokalt viktig,Tvedestrand (4213),Skagerrak,11834.875789211388,9.006936998100313,58.58059748646679,0.0,0.0,1459.1303797503751,116448.19002942984,39966.17353207611,22430.958179714627,242665.5345430608,90155.54902796453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_767_BM00043944,seagrass,eelgrass,BM00043944,Borøykilen,B,Viktig,Tvedestrand (4213),Skagerrak,4942.782117088043,8.999637759453568,58.57627239794539,0.0,0.0,1415.1254368459074,117181.70460186663,40814.17639584501,22026.710501926817,242480.3399926876,90668.92720691297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_768_BM00043945,seagrass,eelgrass,BM00043945,Tvedestrandsfjorden,B,Viktig,Tvedestrand (4213),Skagerrak,65.05881629501681,8.995366343673133,58.57335520745888,0.0,0.0,1424.195926211322,117611.01821185951,41243.53363021389,21660.85372866179,242400.0297939672,91022.06756564189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_769_BM00043946,seagrass,eelgrass,BM00043946,Tvedestrandsfjorden,B,Viktig,Tvedestrand (4213),Skagerrak,648.9033413918177,8.9965098621514,58.57186076480334,0.0,0.0,1239.5922758722731,117620.5679930844,41292.015628489455,21554.402400171453,242503.46600641467,90982.92454131406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_770_BM00043947,seagrass,eelgrass,BM00043947,Tvedestrandsfjorden,B,Viktig,Tvedestrand (4213),Skagerrak,4379.56401586626,8.998856173006457,58.56980230499094,0.0,0.0,951.8717088914755,117616.26210586495,41405.111439749155,21471.266379412966,242680.12380662866,90853.22119274581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_771_BM00043948,seagrass,eelgrass,BM00043948,Tvedestrandsfjorden,B,Viktig,Tvedestrand (4213),Skagerrak,43.258128561918525,9.003882428296624,58.569347500836244,0.0,0.0,769.9032678699868,117420.96112285554,41301.26791276255,21626.268218337704,243021.49727312053,90585.0071200175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_772_BM00043949,seagrass,eelgrass,BM00043949,Tvedestrandsfjorden,B,Viktig,Tvedestrand (4213),Skagerrak,403.4509212149218,9.007827411189604,58.567191222552594,0.0,0.0,434.38121999578334,117330.83406192846,41336.06574239072,21588.94669616447,243329.21421904868,90366.84286688383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_773_BM00043950,seagrass,eelgrass,BM00043950,Borøya,B,Viktig,Tvedestrand (4213),Skagerrak,59.65117112331271,9.011778441823097,58.5674226367711,0.0,0.0,286.0150792014298,117133.92618270584,41193.943285392816,21786.19304663882,243538.22054071815,90141.87542558364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_774_BM00043951,seagrass,eelgrass,BM00043951,Borøya,B,Viktig,Tvedestrand (4213),Skagerrak,3468.715101207171,9.014563246985308,58.56862254629275,0.0,0.0,206.34083594769436,116857.98611732638,40946.66999998096,21909.912956201963,243549.19457567437,89881.89562381632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_775_BM00043952,seagrass,eelgrass,BM00043952,Borøya,B,Viktig,Tvedestrand (4213),Skagerrak,98.7683081561608,9.017192290913542,58.56965985584655,0.0,0.0,250.81554734278515,116754.63449966258,40825.66747738926,22182.964223990126,243737.49230806343,89816.71160654115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_776_BM00043953,seagrass,eelgrass,BM00043953,Borøya,B,Viktig,Tvedestrand (4213),Skagerrak,846.6687466309444,9.017698918276277,58.572019759167716,0.0,0.0,414.7939748578163,116571.02128865728,40577.6864610536,22381.022176585524,243666.17537647372,89738.53519247177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_777_BM00043954,seagrass,eelgrass,BM00043954,Borøya,B,Viktig,Tvedestrand (4213),Skagerrak,245.64618516224849,9.014452935622652,58.572097404257946,0.0,0.0,526.7226088727272,116697.90477997733,40663.37162460264,22259.179421217214,243468.54142679478,89889.99395140121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_778_BM00043955,seagrass,eelgrass,BM00043955,Borøya,B,Viktig,Tvedestrand (4213),Skagerrak,375.03829014442465,9.019656049804647,58.576128393179346,0.0,0.0,653.5286458711864,116245.10488196918,40149.89392675618,22809.668946178892,243599.92429691483,89577.30290202565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_779_BM00043956,seagrass,eelgrass,BM00043956,Borøya,B,Viktig,Tvedestrand (4213),Skagerrak,379.2136895971946,9.018678633557546,58.57687697549596,0.0,0.0,750.6943977277532,116242.70976381606,40113.92072519967,22828.43430463578,243501.72157360247,89619.83878676394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_780_BM00043957,seagrass,eelgrass,BM00043957,Borøya,B,Viktig,Tvedestrand (4213),Skagerrak,551.0771981722717,9.02152195474084,58.5802846110717,0.0,0.0,906.4783601186908,115900.71970532216,39701.57943427658,23222.825857192212,243534.620454707,89414.2475999362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_781_BM00043958,seagrass,eelgrass,BM00043958,Borøya,B,Viktig,Tvedestrand (4213),Skagerrak,442.41155135891574,9.022066291525391,58.58173678443884,0.0,0.0,996.9352872355413,115771.81268537069,39550.61702100376,23367.459959803527,243497.92677500937,89343.27535395889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_782_BM00043959,seagrass,eelgrass,BM00043959,Borøya,B,Viktig,Tvedestrand (4213),Skagerrak,124.1170861573577,9.022579482547483,58.58282611859099,0.0,0.0,1059.2210697481548,115686.19415361421,39441.68257835884,23486.281540754437,243482.32267815704,89300.07305689275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_783_BM00043960,seagrass,eelgrass,BM00043960,Borøya,B,Viktig,Tvedestrand (4213),Skagerrak,290.3603186104993,9.024030001156861,58.583865582745844,0.0,0.0,1111.6549718416272,115563.36240074482,39299.16683612307,23616.907511884438,243514.18430667606,89218.62892187334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_784_BM00043961,seagrass,eelgrass,BM00043961,Borøya,B,Viktig,Tvedestrand (4213),Skagerrak,576.0111502048416,9.026833984447645,58.58692765441571,0.0,0.0,1326.4926651464043,115237.03683673778,38915.877717556315,23964.263318701385,243551.44921624436,89014.89415615948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_785_BM00043962,seagrass,eelgrass,BM00043962,Sandøyfjorden,B,Viktig,Tvedestrand (4213),Skagerrak,323.80469195692336,9.03683084640808,58.59792444906425,0.0,0.0,1638.8890032454945,114098.88013378611,37600.19723227161,25295.92309871816,243629.10265665033,88297.89949248864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_786_BM00043963,seagrass,eelgrass,BM00043963,Borøya,B,Viktig,Tvedestrand (4213),Skagerrak,708.5289601539375,9.021873824490921,58.595753811133,0.0,0.0,2160.064475112646,114964.81921335463,38305.83714312599,24549.792399223024,242908.1352079354,89192.63179210135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_787_BM00043964,seagrass,eelgrass,BM00043964,Borøya,B,Viktig,Tvedestrand (4213),Skagerrak,709.9213676575971,9.018069423671173,58.59370728394242,0.0,0.0,2232.759284328763,115272.94140458741,38625.55960684821,24228.564615279232,242790.33962229863,89431.67319482056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_788_BM00043965,seagrass,eelgrass,BM00043965,Borøya,B,Viktig,Tvedestrand (4213),Skagerrak,503.4242895176491,9.015590973175112,58.59242688694264,0.0,0.0,2166.729176454791,115476.99543007354,38831.22685043595,24039.761787497533,242711.18835656287,89592.91132195768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_789_BM00043966,seagrass,eelgrass,BM00043966,Gjesøysund,B,Viktig,Tvedestrand (4213),Skagerrak,424.17688606010927,9.013017361497997,58.59843770061042,0.0,0.0,2206.3579268921458,115247.97098922073,38379.88566081659,24464.850812904795,242327.7197870894,89684.6945956996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_790_BM00043967,seagrass,eelgrass,BM00043967,Hovdansbukta,B,Viktig,Tvedestrand (4213),Skagerrak,184.62638836950632,9.008746178434606,58.60024957139857,0.0,0.0,2252.6420009282983,115356.83342957133,38384.96711446355,24471.038546480697,242027.4458574632,89910.02769765834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_791_BM00043968,seagrass,eelgrass,BM00043968,Gjesøya,B,Viktig,Tvedestrand (4213),Skagerrak,713.0956101608264,9.016877983127083,58.60124717172353,0.0,0.0,1824.2205713136518,114887.36713499726,37996.87164597146,24849.756336611383,242411.46489362398,89422.14022659237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_792_BM00043969,seagrass,eelgrass,BM00043969,Funningsholmen,B,Viktig,Tvedestrand (4213),Skagerrak,134.2965850676253,9.01854978329291,58.599845573806505,0.0,0.0,1895.4319679726948,114893.8803557049,38075.1513504108,24798.516173055043,242572.80688457304,89338.18980553874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_793_BM00043970,seagrass,eelgrass,BM00043970,Sandøyfjorden,B,Viktig,Tvedestrand (4213),Skagerrak,1209.3808777664747,9.027508300762742,58.60086303710451,0.0,0.0,1483.4118356034685,114371.8404761653,37635.29083428434,25165.620891072977,243008.81175713398,88809.14719247393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_794_BM00043971,seagrass,eelgrass,BM00043971,Sandøyfjorden,B,Viktig,Tvedestrand (4213),Skagerrak,68.14533015141203,9.030056369172828,58.60119177777305,0.0,0.0,1412.90242742057,114245.93351384076,37546.56748171273,25335.806183127992,243146.67235279013,88660.87376044306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_795_BM00043972,seagrass,eelgrass,BM00043972,Sandøyfjorden,B,Viktig,Tvedestrand (4213),Skagerrak,47.103474837794096,9.031733291101505,58.601597924099,0.0,0.0,1331.2235047540162,114148.51195685424,37456.44312143883,25437.683746447277,243223.1346316288,88565.88652317713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_796_BM00043973,seagrass,eelgrass,BM00043973,Sandøyfjorden,B,Viktig,Tvedestrand (4213),Skagerrak,172.8788699581149,9.03343758132192,58.60239292786472,0.0,0.0,1209.6246409129308,114009.16516005734,37323.12646630323,25559.03599967518,243270.11413224964,88449.87769921898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_797_BM00043974,seagrass,eelgrass,BM00043974,Sandøyfjorden,B,Viktig,Tvedestrand (4213),Skagerrak,211.108858944977,9.036268048614797,58.602741828798344,0.0,0.0,1104.4565973770204,113829.0076997761,37169.82131833905,25683.104207703123,243411.54013155625,88271.91951145734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_798_BM00043975,seagrass,eelgrass,BM00043975,Bastesundet,C,Lokalt viktig,Tvedestrand (4213),Skagerrak,455.9363820089052,9.037348854518422,58.604663587488396,0.0,0.0,884.495422508604,113666.79617702837,36964.51355265859,25893.650073726603,243387.4390020845,88191.81044372119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_799_BM00043976,seagrass,eelgrass,BM00043976,Hagefjorden,B,Viktig,Tvedestrand (4213),Skagerrak,15516.646787390477,9.03793629172544,58.592488794528904,0.0,0.0,1377.821402398238,114065.64697276436,37698.60808436019,24590.682847827764,243883.3575065587,88118.15050343754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_800_BM00043977,seagrass,eelgrass,BM00043977,Askerøya Ytre,C,Lokalt viktig,Tvedestrand (4213),Skagerrak,105.2170714696285,9.10847018591664,58.617512396385486,105.21707146962848,0.0,0.0,109410.75480998155,33426.489660166655,29711.745646871685,246761.28476285675,83958.16720223056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99999999999999,0.0,0,True,False
seagrass_eelgrass_801_BM00043978,seagrass,eelgrass,BM00043978,Askerøya Ytre,C,Lokalt viktig,Tvedestrand (4213),Skagerrak,128.0155319848922,9.10952618682642,58.617555209650426,128.01553198489216,0.0,0.0,109355.93074828625,33388.64405126864,29757.51809574938,246813.26424636046,83895.16749041977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99999999999997,0.0,0,True,False
seagrass_eelgrass_802_BM00043979,seagrass,eelgrass,BM00043979,Askerøya Ytre,C,Lokalt viktig,Tvedestrand (4213),Skagerrak,743.4117515186739,9.113692388966115,58.619533743477724,743.4117515186739,0.0,0.0,109026.67903273173,33062.152603239534,30073.120956606836,246947.95830259545,83624.00092566908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0,True,False
seagrass_eelgrass_803_BM00043980,seagrass,eelgrass,BM00043980,Askerøya Ytre,C,Lokalt viktig,Tvedestrand (4213),Skagerrak,1988.6848511933779,9.11229009909312,58.62104590972744,1988.6848511933779,0.0,0.0,108989.37917201832,32964.36250568219,30132.35878360328,246810.74656375943,83673.20361064296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0,True,False
seagrass_eelgrass_804_BM00043981,seagrass,eelgrass,BM00043981,Askerøya Ytre,C,Lokalt viktig,Tvedestrand (4213),Skagerrak,76.49334287535638,9.11381970881329,58.62109785402573,76.49334287535636,0.0,0.0,108936.76999866923,32921.0971096188,30223.237374873544,246917.1348587293,83621.79970783365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99999999999997,0.0,0,True,False
seagrass_eelgrass_805_BM00043982,seagrass,eelgrass,BM00043982,Askerøya Ytre,C,Lokalt viktig,Tvedestrand (4213),Skagerrak,62.40936356800257,9.116000364091398,58.62070223140752,62.409363568002576,0.0,0.0,108851.515046301,32890.511096869006,30272.211183727744,247048.9664624488,83495.09574603732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0,True,False
seagrass_eelgrass_806_BM00043983,seagrass,eelgrass,BM00043983,Askerøya Ytre,C,Lokalt viktig,Tvedestrand (4213),Skagerrak,73.74624741670007,9.11735563000522,58.622676563348826,73.74624741670006,0.0,0.0,108669.83768180698,32663.701363820397,30488.592879299264,247045.6134759549,83400.192168215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99999999999997,0.0,0,True,False
seagrass_eelgrass_807_BM00043984,seagrass,eelgrass,BM00043984,Lyngørfjorden,B,Viktig,Tvedestrand (4213),Skagerrak,1277.342139857314,9.11128050829597,58.63960787483219,0.0,0.0,397.4904463817889,107963.93761915524,31249.021683732517,31630.42016717966,246045.1350163265,83631.0445224454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_808_BM00043985,seagrass,eelgrass,BM00043985,Lyngørfjorden,B,Viktig,Tvedestrand (4213),Skagerrak,1421.5539561934627,9.103078038609528,58.636692236380554,0.0,0.0,970.4923269844697,108535.41016465503,31810.749314893223,31047.698857857133,245678.4077057441,84100.3676219108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_809_BM00043986,seagrass,eelgrass,BM00043986,Tvedestrandfjorden Indre,B,Viktig,Tvedestrand (4213),Skagerrak,113.77385555563905,8.940576532858367,58.62055968359338,0.0,0.0,2396.3782369006553,117638.98546567543,39363.38517665067,24342.593602880832,237509.9771411893,93667.47249718902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_810_BM00043987,seagrass,eelgrass,BM00043987,Kalvefjorden,B,Viktig,Tvedestrand (4213),Skagerrak,264.5182787720894,8.997308323499682,58.584938063362706,0.0,0.0,2270.167089458789,116825.5700564902,40141.88044719104,22723.97310801353,242034.07929747668,90754.37011449784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_811_BM00043988,seagrass,eelgrass,BM00043988,Kalvefjorden,C,Lokalt viktig,Tvedestrand (4213),Skagerrak,11954.357493736969,9.002290374011844,58.587691206259095,0.0,0.0,2243.8174453389543,116316.93400483481,39628.90956203326,23017.47862058724,242165.64140364176,90349.43268790218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_812_BM00043989,seagrass,eelgrass,BM00043989,Gjeving,B,Viktig,Tvedestrand (4213),Skagerrak,2247.091085622073,9.130767636543744,58.64631763285572,0.0,0.0,348.02486503553456,106593.69839717913,30020.754557202938,32945.74984003146,246828.6894915361,82413.0362902762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_813_BM00043990,seagrass,eelgrass,BM00043990,Gjeving,B,Viktig,Tvedestrand (4213),Skagerrak,1217.0594753439386,9.140942335043308,58.650897319173204,0.0,0.0,85.50315634825418,105845.4304416099,29271.062817261096,33730.04979206344,247208.80055947354,81836.92319282233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_814_BM00043991,seagrass,eelgrass,BM00043991,Gjeving,B,Viktig,Tvedestrand (4213),Skagerrak,9500.235443268635,9.138390149909178,58.65116597974558,0.0,0.0,127.86513984672021,105917.57641110083,29290.813195833474,33589.417742242695,247060.23437398684,81946.63531588556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_815_BM00043992,seagrass,eelgrass,BM00043992,Gjeving,C,Lokalt viktig,Tvedestrand (4213),Skagerrak,1976.0722223093344,9.13267116086335,58.649768284929955,0.0,0.0,242.3798828378579,106219.95257775775,29567.816596959412,33302.96321277802,246793.3851495995,82213.52861023812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_816_BM00043993,seagrass,eelgrass,BM00043993,Gjeving,B,Viktig,Tvedestrand (4213),Skagerrak,7464.085465021952,9.13498085080431,58.651280793877376,0.0,0.0,240.24964321665982,106056.7001629695,29387.53019477703,33473.760987230475,246855.76326600602,82106.76423283062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_817_BM00043994,seagrass,eelgrass,BM00043994,Gjeving,C,Lokalt viktig,Tvedestrand (4213),Skagerrak,2334.5440437286625,9.131332451293387,58.65086592980051,0.0,0.0,403.79686087914416,106275.57464244195,29549.05203587241,33243.82205858304,246684.00164558008,82341.38753075324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_818_BM00043995,seagrass,eelgrass,BM00043995,Gjeving,C,Lokalt viktig,Tvedestrand (4213),Skagerrak,7873.53853767302,9.127640609528244,58.65008753592323,0.0,0.0,594.9254541866071,106462.37375711037,29673.53532686572,33039.910696463085,246454.68989571097,82557.87849674572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_819_BM00043996,seagrass,eelgrass,BM00043996,Gjeving,C,Lokalt viktig,Tvedestrand (4213),Skagerrak,5274.594820985913,9.123391481889934,58.65075894360738,0.0,0.0,829.9629565083803,106695.04056329552,29839.584679238116,33016.35713605681,246262.14818800558,82816.08699096415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_820_BM00043997,seagrass,eelgrass,BM00043997,Gjeving,C,Lokalt viktig,Risør (4201),Skagerrak,742.5216555603347,9.123084331013088,58.65411066507173,0.0,0.0,1048.7503020733152,106552.97423328328,29561.765510761335,33299.84639771654,246162.265317752,82865.31220594971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_821_BM00043998,seagrass,eelgrass,BM00043998,Gjeving,C,Lokalt viktig,Tvedestrand (4213),Skagerrak,1547.3630210874146,9.126097776182602,58.65297492750301,0.0,0.0,818.7512456624717,106480.50982820953,29561.20222399018,33320.092742501125,246350.85947599856,82694.40024661146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_822_BM00043999,seagrass,eelgrass,BM00043999,Gjeving,C,Lokalt viktig,"Tvedestrand (4213),Risør (4201)",Skagerrak,114.79464191481489,9.138168180724549,58.65749561862898,0.0,0.0,771.4093298449716,105616.8818873426,28753.5803931026,34180.82369238676,246867.6628025828,81989.91597079353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_823_BM00044000,seagrass,eelgrass,BM00044000,Gjeving,C,Lokalt viktig,"Tvedestrand (4213),Risør (4201)",Skagerrak,2634.5762147391956,9.143531521371226,58.65759512981095,0.0,0.0,565.2059079668147,105327.59683843142,28554.55563608307,34349.68949900794,247143.8236972797,81651.52654026523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_824_BM00044001,seagrass,eelgrass,BM00044001,Gjeving,C,Lokalt viktig,"Tvedestrand (4213),Risør (4201)",Skagerrak,719.1258577168744,9.145031996820759,58.658120939690896,0.0,0.0,584.7519677390502,105226.09522577339,28457.35213380531,34489.55231738845,247207.71259490208,81580.62754196567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
