FID,country,platformid,current_status,name,category,function,operator,location_blocks,primary_production,weight_sub,weight_top,production_start,valid_from,valid_to,water_depth,coast_dist,remarks,the_geom
platforms.1097,Norway,282221,Operational,NORNE ERB,Subsea steel,Other,Gassco AS,NO_6608/10,,,,,20001001,,378,152563.337551,SUBSEA STRUCTURE; RISER BASE,POINT (8.08838890000004 66.02730560000003)
platforms.1098,Norway,722456,Under construction,JOHAN SVERDRUP Q,,,Equinor Energy AS,,,,,,,,117,132520.964177,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (2.762408300000061 58.769308300000034)
platforms.1099,Norway,444592,Operational,GINA KROG FSO,,,Equinor Energy AS,,,,,,20171003,,116,195212.843824,FSU; OFFLOADING - STORAGE,POINT (1.7343250000000694 58.58400560000007)
platforms.1100,Norway,281773,Operational,ÅSGARD O,Subsea steel,Subsea,Equinor Energy AS,NO_6506/12,Natural Gas,,,,20001004,,286,160171.882921,MULTI WELL TEMPLATE; WATER INJECTION,POINT (6.784738900000036 65.13890000000004)
platforms.1102,Norway,285385,Operational,NJORD SDU-2,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,73848.2951898,SUBSEA STRUCTURE; DISTRIBUTION,POINT (7.201522200000056 64.27098610000007)
platforms.1104,Norway,454141,Operational,OSEBERG H,,,Equinor Energy AS,,,,,,20181014,,107,108428.782446,JACKET 4 LEGS; GAS PRODUCER - OIL PRODUCER - WELLHEAD,POINT (2.7333667000000332 60.54849440000004)
platforms.1105,Norway,364390,Operational,SNØHVIT N,Subsea steel,Subsea,Equinor Energy AS,NO_7121/7,Natural Gas,,,,20070821,,325,94795.6897736,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (21.08486110000007 71.48852780000004)
platforms.1106,Norway,727047,Operational,24/6-A-6 H Alvheim,,,Aker BP ASA,,,,,,20180201,,121,168918.69051,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.9234583000000498 59.57650280000007)
platforms.1107,Norway,377347,Decommissioned,15/5-A-7 H Glitne,Subsea steel,Subsea,,NO_15/5,Crude Oil,,,,20071130,,109,195250.429453,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.6310278000000267 58.71255560000003)
platforms.1109,Norway,409905,Operational,31/5-Z-2H TROLL Z-2,,,Equinor Energy AS,,,,,,20110301,,318,62925.1951069,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (3.504438900000025 60.71414170000003)
platforms.1110,Norway,449559,Operational,JOHAN SVERDRUP E,,,Equinor Energy AS,,,,,,20191005,,120,141010.379267,MULTI WELL TEMPLATE; WATER INJECTION,POINT (2.519416700000022 58.86985000000004)
platforms.1111,Norway,713532,Operational,6507/3-G-1H ÆRFUGL,,,Aker BP ASA,,,,,,20211103,,368,165998.575423,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (7.7209722000000625 65.91781670000006)
platforms.1112,Norway,284209,Operational,25/11-D-2 H BALDER,,,Vår Energi ASA,,,,,,19990930,,127,139251.260659,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.40921110000005 59.199888900000076)
platforms.1114,Norway,277461,Decommissioned,MIME,Subsea steel,Subsea,,NO_7/11,Crude Oil,,,,19901001,,85,246974.094029,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.4862667000000442 57.12014170000003)
platforms.1117,Norway,411238,Operational,GOLIAT G,,,Vår Energi ASA,,,,,,20160312,,394,52612.1974094,MULTI WELL TEMPLATE; WATER INJECTION,POINT (22.31056110000003 71.30452780000007)
platforms.1118,Norway,280989,Operational,DRAUGEN D,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,20011101,,265,61996.934239,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (7.72446670000005 64.34233330000006)
platforms.1119,Norway,283145,Operational,34/8-A-4 H/AH,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,,,,20010101,,335,113225.290888,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.459511100000043 61.37028330000004)
platforms.1120,Norway,281045,Operational,TUNE,Subsea steel,Subsea,Equinor Energy AS,NO_30/8,Natural Gas,,,,20021128,,100,115112.865748,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (2.653308300000049 60.467522200000076)
platforms.1121,Norway,284069,Operational,6407/9-D-1 H,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,20011213,,265,62024.3311886,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.723841700000037 64.34242500000005)
platforms.1122,Norway,435436,Operational,OSEBERG DELTA O,,,Equinor Energy AS,,,,,,20150221,,103,115950.628209,MULTI WELL TEMPLATE; GAS INJECTOR - OIL PRODUCER,POINT (2.6711694000000534 60.400158300000044)
platforms.1123,Norway,282557,Decommissioned,YME B ØST,Subsea steel,Subsea,Repsol Norge AS,NO_9/2,Crude Oil,,,,19960601,,82,116447.762887,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (4.3560611000000335 57.75424440000006)
platforms.1124,Norway,283033,Operational,34/8-A-24 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,,,,,,335,113223.432971,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (2.4595167000000515 61.370030600000064)
platforms.1125,Norway,432093,Operational,6407/9-E-4 H,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,20141201,,296,55248.4571218,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.703655600000047 64.25649170000008)
platforms.1126,Norway,442087,Under construction,SNØHVIT G,,,Equinor Energy AS,,,,,,,,316,109332.223958,MULTI WELL TEMPLATE; GAS INJECTOR - GAS PRODUCER,POINT (21.069177800000034 71.65704170000004)
platforms.1127,Norway,424530,Operational,STJERNE,Fixed steel,Subsea,Equinor Energy AS,NO_30/9,Natural Gas,,,,20130325,,103,115607.644088,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER - WATER INJECTION,POINT (2.739647200000036 60.30011940000003)
platforms.1128,Norway,285077,Operational,6407/7-A-17 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,73887.3422,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.201141700000051 64.27134720000004)
platforms.1129,Norway,364827,Operational,NORNE H,Subsea steel,Subsea,Equinor Energy AS,NO_6608/10,Crude Oil,,,,20051108,,390,147024.851426,MULTI WELL TEMPLATE; WATER INJECTION,POINT (8.250827800000025 66.07762780000007)
platforms.1132,Norway,364886,Decommissioned,15/6-A-2 H Glitne,Subsea steel,Subsea,,NO_15/6,Crude Oil,,,,20010829,,112,193216.424628,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.6682778000000553 58.712861100000055)
platforms.1133,Norway,375206,Operational,ALVHEIM FPSO,Floating steel,Above water production,Aker BP ASA,NO_24/6,Crude Oil,,,,20080608,,125,164573.042468,FPSO; OFFLOADING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,POINT (1.998450000000048 59.567516700000056)
platforms.1134,Norway,410948,Operational,GOLIAT B,,,Vår Energi ASA,,,,,,20160312,,387,51171.9698188,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (22.285141700000054 71.28639720000007)
platforms.1135,Norway,278665,Operational,ÅSGARD H,Subsea steel,Subsea,Equinor Energy AS,NO_6506/12,Natural Gas,,,,20001004,,290,161176.683196,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (6.674277800000027 65.11857220000007)
platforms.1137,Norway,417722,Operational,FOSSEKALL R,,,Equinor Energy AS,,,,,,20130313,,358,150022.869605,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (8.23696940000002 66.14478330000003)
platforms.1141,Norway,452380,Operational,SNORRE SEP Z,,,Equinor Energy AS,,,,,,20201212,,338,126742.247139,MULTI WELL TEMPLATE; OIL PRODUCER - WATER/GAS INJECTION,POINT (2.233580600000039 61.49740280000003)
platforms.1142,Norway,425460,Operational,DRAUGEN FSL,Others,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,20121015,,258,58773.5501291,LOADING SYSTEM; OFFLOADING,POINT (7.84586390000004 64.34731110000007)
platforms.1144,Norway,394760,Closed down,6507/11-V H YTTERGRYTA,Subsea steel,Subsea,Equinor Energy AS,NO_6507/11,Natural Gas,,,,20090106,,297,136861.875764,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (7.5092222000000675 65.11161110000006)
platforms.1145,Norway,271721,Decommissioned,NORDØST FRIGG,Subsea steel,Subsea,Equinor Energy AS,NO_25/1,Natural Gas,,,,19840101,,102,151328.653027,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (2.2493167000000653 59.98651110000003)
platforms.1146,Norway,433878,Operational,KNARR A,,,A/S Norske Shell,,,,,,20150316,,412,103147.683965,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (2.7735111000000643 61.811988900000074)
platforms.1149,Norway,272505,Decommissioned,ØST FRIGG A,Subsea steel,Subsea,Aker BP ASA,NO_25/2,Natural Gas,,,,19881001,,112,147426.942114,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (2.364441700000043 59.91906940000007)
platforms.1150,Norway,429114,Operational,25/11-A-23 H BALDER,,,Vår Energi ASA,,,,,,20140228,,126,142273.466231,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.3575056000000245 59.191691700000035)
platforms.1151,Norway,360009,Operational,34/7-C-5 H VIGDIS C5,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,,,,20031018,,280,132140.80672,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.106158300000061 61.37978330000004)
platforms.1152,Norway,285301,Operational,31/2-D-6 H TROLL D-6,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19951031,,330,60525.8884908,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.4413750000000505 60.85659440000006)
platforms.1154,Norway,437497,Operational,ÅSGARD PB,,,Equinor Energy AS,,,,,,20150904,,310,147841.502325,MULTI WELL TEMPLATE; GAS INJECTION - OIL PRODUCER,POINT (6.8760028000000375 65.03183610000008)
platforms.1155,Norway,415218,Operational,ORMEN LANGE C,Fixed steel,Subsea,A/S Norske Shell,NO_6305/5,Natural Gas,,,,20121115,,925,98503.0490951,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (5.348419400000068 63.572775000000036)
platforms.1156,Norway,285749,Closed down,6407/9-A-58 H,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,19931019,,243,59361.374293,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (7.96040830000004 64.38546940000003)
platforms.1157,Norway,424812,Decommissioned,25/8-D-1 AH JETTE,,,,,,,,,20130519,,127,141416.724903,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.369700000000023 59.40376670000006)
platforms.1158,Norway,283957,Operational,25/11-C-13 H BALDER,,,Vår Energi ASA,,,,,,19991019,,127,139396.73381,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.409616700000072 59.18329720000003)
platforms.1159,Norway,443503,Operational,HEIDRUN FSU,,,Equinor Energy AS,,,,,,20150601,,0,157064.822394,FSU; OFFLOADING - STORAGE,POINT (7.365869400000065 65.34361940000008)
platforms.1160,Norway,284629,Closed down,25/11-A-8 H BALDER,,,Vår Energi ASA,,,,,,,,127,142185.521887,SINGLE WELL TEMPLATE; WATER PRODUCER,POINT (2.3590639000000238 59.191619400000036)
platforms.1161,Norway,405219,Operational,MOR-B,Subsea steel,Subsea,Equinor Energy AS,NO_6506/11,Crude Oil,,,,20100801,,360,170054.326252,MULTI WELL TEMPLATE; GAS INJECTION - OIL PRODUCER,POINT (6.497247200000061 65.16315280000003)
platforms.1162,Norway,277909,Operational,STATFJORD ØST K,Subsea steel,Subsea,Equinor Energy AS,NO_33/9,Crude Oil,,,,19950129,,156,139134.041347,MULTI WELL TEMPLATE; WATER INJECTION,POINT (1.972777800000074 61.343944400000055)
platforms.1163,Norway,285273,Operational,31/2-D-5 H TROLL D-5,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19971130,,330,60427.1581999,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.4429111000000603 60.85714720000004)
platforms.1164,Norway,450531,Operational,TRESTAKK A,,,Equinor Energy AS,,,,,,20190716,,300,134027.584984,MULTI WELL TEMPLATE; GAS INJECTION - OIL PRODUCER,POINT (6.837619400000051 64.86613330000006)
platforms.1165,Norway,279001,Closed down,STATFJORD G,Subsea steel,Subsea,Equinor Energy AS,NO_33/9,Crude Oil,,,,19990826,,157,141216.68373,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (1.9349833000000558 61.36571390000006)
platforms.1169,Norway,452269,Operational,SNORRE SEP N,,,Equinor Energy AS,,,,,,20201212,,377,126681.069832,MULTI WELL TEMPLATE; OIL PRODUCER - WATER/GAS INJECTION,POINT (2.257122200000026 61.55471940000007)
platforms.1170,Norway,285105,Operational,6407/7-A-18 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,73896.8720582,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.200933300000031 64.27136940000008)
platforms.1172,Norway,279533,Operational,HEIDRUN TEMPLATE,Subsea steel,Subsea,Equinor Energy AS,NO_6507/7,Crude Oil,,,,19950815,,345,158657.34078,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (7.3176306000000295 65.32576390000008)
platforms.1173,Norway,411296,Operational,GOLIAT H,,,Vår Energi ASA,,,,,,20160312,,387,51136.0734197,MULTI WELL TEMPLATE; WATER INJECTION,POINT (22.288119400000028 71.28650830000004)
platforms.1175,Norway,282725,Under construction,34/8-A-20 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,,,,,,335,113250.746641,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.4589944000000514 61.36993890000008)
platforms.1177,Norway,371216,Operational,ORMEN LANGE B,Subsea steel,Subsea,A/S Norske Shell,NO_6305/5,Natural Gas,,,,20070913,,850,93427.3011133,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (5.38789440000005 63.52836940000003)
platforms.1178,Norway,424932,Operational,VALEMON,,,Equinor Energy AS,,,,,,20150103,,133,116780.088188,JACKET 4 LEGS; PROCESSING - QUARTER - WELLHEAD,POINT (2.339008300000046 61.04066110000008)
platforms.1179,Norway,286057,Operational,31/3-Q-21 H TROLL Q-21,Subsea steel,Subsea,Equinor Energy AS,NO_31/3,,,,,20040401,,333,47734.4741382,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.7165222000000426 60.83199440000004)
platforms.1181,Norway,709792,Operational,TROLL W1,,,Equinor Energy AS,,,,,,20210827,,327,58740.6403503,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (3.536875000000066 60.78679720000008)
platforms.1182,Norway,444051,Operational,MARTIN LINGE B,,,Equinor Energy AS,,,,,,20210630,,114,144740.823539,FSU; OFFLOADING - STORAGE,POINT (2.073630600000058 60.49783330000008)
platforms.1183,Norway,452548,Operational,SNORRE SEP X,,,Equinor Energy AS,,,,,,20201212,,329,127915.733597,MULTI WELL TEMPLATE; OIL PRODUCER - WATER/GAS INJECTION,POINT (2.206347200000039 61.48186110000006)
platforms.1184,Norway,287681,Operational,HEIDRUN STL-I,Other,Other,Equinor Energy AS,NO_6507/8,Crude Oil,,,,19951019,,343,155634.412195,LOADING SYSTEM; OFFLOADING,POINT (7.38155560000007 65.32055280000003)
platforms.1185,Norway,278861,Operational,ÅSGARD R,Subsea steel,Subsea,Equinor Energy AS,NO_6506/12,Crude Oil,,,,19990520,,305,147310.767229,MULTI WELL TEMPLATE; GAS INJECTION,POINT (6.901955600000065 65.03340280000003)
platforms.1188,Norway,277881,Operational,SLEIPNER D,Subsea steel,Subsea,Equinor Energy AS,NO_15/9,Natural Gas,,,,19930824,,84,195633.387506,MULTI WELL TEMPLATE; GAS INJECTION,POINT (1.917208300000027 58.39720280000006)
platforms.1189,Norway,442552,Decommissioned,15/5-A-5 H Glitne,,,,,,,,,,,0,193756.919865,SINGLE WELL TEMPLATE,POINT (1.658430600000031 58.712702800000045)
platforms.1190,Norway,391213,Operational,6407/9-E-3 H,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,20080615,,293,54925.0968853,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.732050000000072 64.26225000000005)
platforms.1191,Norway,360533,Operational,KRISTIN R,Subsea steel,Subsea,Equinor Energy AS,NO_6406/2,Natural Gas,,,,20060122,,356,154277.367217,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (6.438552800000025 64.96021110000004)
platforms.1192,Norway,363907,Operational,OSEBERG VESTFLANKE,Subsea steel,Subsea,Equinor Energy AS,NO_30/6,Crude Oil,,,,20060209,,108,111293.130464,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.685605600000031 60.53762780000005)
platforms.1194,Norway,287037,Operational,BRAGE-T,Subsea steel,Subsea,Gassco AS,NO_30/6,,,,,19930923,,136,99419.891549,SUBSEA STRUCTURE; T-CONNECTION,POINT (2.8980556000000206 60.56063330000006)
platforms.1195,Norway,283789,Decommissioned,15/5-B-1 H Glitne,Subsea steel,Subsea,,NO_15/5,Crude Oil,,,,20010829,,110,193842.743479,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.642616700000076 58.73289440000008)
platforms.1197,Norway,411006,Operational,GOLIAT C,,,Vår Energi ASA,,,,,,20160312,,376,50391.5568069,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (22.278761100000054 71.27754720000007)
platforms.1198,Norway,279869,Decommissioned,PETROJARL VARG,Floating steel,Above water production,Chrysaor Norge AS,NO_15/12,Crude Oil,,,,19981222,,84,217570.835249,FPSO; OFFLOADING - PROCESSING - QUARTER - STORAGE,POINT (1.8904583000000343 58.07788060000007)
platforms.1200,Norway,438710,Operational,GULLFAKS OLS-1,,,Equinor Energy AS,NO_34/10,Crude Oil,,,,20140601,,136,127443.975815,LOADING SYSTEM; OFFLOADING,POINT (2.157819400000051 61.19145000000003)
platforms.1201,Norway,364927,Decommissioned,15/6-A-3 H Glitne,Subsea steel,Subsea,,NO_15/6,Crude Oil,,,,20010829,,112,193218.9427,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.6681694000000675 58.71294720000003)
platforms.1202,Norway,447481,Operational,25/11-E-29 H BALDER,,,Vår Energi ASA,,,,,,20160831,,127,141742.819247,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.362444400000072 59.22003610000007)
platforms.1204,Norway,281269,Decommissioned,ALBUSKJELL F-FL,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/4,Natural Gas,,,,19790501,,70,262653.007911,JACKET TRIPOD,POINT (3.0551611000000207 56.61860000000007)
platforms.1206,Norway,441904,Operational,AASTA HANSTEEN C,,,Equinor Energy AS,,,,,,20181217,,1260,217894.423434,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (6.8817278000000215 67.04582780000004)
platforms.1207,Norway,452213,Operational,SNORRE SEP M,,,Equinor Energy AS,,,,,,20201212,,362,126726.532571,MULTI WELL TEMPLATE; OIL PRODUCER - WATER/GAS INJECTION,POINT (2.248508300000026 61.536627800000076)
platforms.1209,Norway,284797,Operational,6407/7-A-12 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,73832.5444227,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.202188900000067 64.27113330000003)
platforms.1212,Norway,410829,Operational,MARULK,,,Vår Energi ASA,,,,,,20120402,,368,174254.753203,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (7.543638900000076 65.93347500000004)
platforms.1214,Russia,RU05,Operational,MLSP D-6,Floating steel,,Lukoil,,Crude Oil,,,,,,0,25450.7088986,,POINT (20.573930000000075 55.32768000000004)
platforms.1215,Russia,RU01,Operational,Arkticheskaya,,,Gazprom Flot,,Crude Oil,,,,20120101,,100.6,25406.938106,,POINT (20.120480000000043 55.416210000000035)
platforms.1229,United Kingdom,797573da-3b0b-40d3-aad7-0063c7a4,Operational,ANDREW,PLATFORM,DRILLING & PRODUCTION STEEL,BP EXPLORATION,,,,,,,,0,197672.907485,,POINT (1.4028233470000373 58.04691685900008)
platforms.1236,United Kingdom,d7b68aba-7d40-4bf4-b979-07f85afd,Operational,CORMORANT NORTH,PLATFORM,PRODUCTION & DRILLING STEEL,TAQA EUROPA B.V.,,,,,,,,0,113182.392323,,POINT (1.1479831000000331 61.23993063000006)
platforms.1239,United Kingdom,1e078993-d72a-4423-9581-7c03678a,Operational,BERYL A RISER,PLATFORM,RISER STEEL,APACHE CORPORATION,,,,,,,,0,157057.019907,,POINT (1.5363583860000745 59.54512123600006)
platforms.1241,United Kingdom,4246bb75-94eb-4692-9145-b882af32,Under construction,JASMINE WELLHEAD PLATFORM,PLATFORM,JASMINE WELLHEAD PLATFORM,CHRYSAOR HOLDINGS,,,,,,20110601,,0,255262.997427,Asset transfer from ConocoPhillips to Chrysaor October 2019,POINT (2.206063717000063 56.72440732900003)
platforms.1251,United Kingdom,40379364-128f-49e1-9ea8-8403c9f3,Operational,PENGUINS WAVERIDER,MONITOR BUOY,PENGUINS WAVERIDER,ROYAL DUTCH SHELL,,,,,,20211005,,0,148752.618012,Installed by BV Solutions (0.9m Diameter) Notification by sspeirs@bvsolutions-mo.com 04/10/2021,POINT (1.5268666970000595 61.57716669900003)
platforms.1254,United Kingdom,bcb1c849-dc88-4c24-83a9-e9531003,Operational,ANASURIA,FPSO,FPSO (ANASURIA),ANASURIA OPERATING COMPANY LIMITED,,,,,,,,0,157352.756181,"amend Company Identifying Installation and Installation Owner from SHELL to ANASURIA, Shell have been informed.",POINT (0.808234943000059 57.25653303100006)
platforms.1255,United Kingdom,0978a4c7-f031-4f81-94b2-f7653985,Operational,FORTIES BRAVO,PLATFORM,FORTIES BRAVO,APACHE CORPORATION,,,,,,19740831,,0,162425.140148,,POINT (0.9135704490000194 57.74866126100005)
platforms.1257,United Kingdom,20f5b898-9312-4f4c-ba59-0c639f86,Operational,BRENT C,PLATFORM,BRENT C,ROYAL DUTCH SHELL,,,,,,19780701,,0,137898.674633,,POINT (1.7200934950000715 61.09562566200003)
platforms.1258,United Kingdom,5006fb7a-4d87-4729-9fc4-22ea9184,Under construction,PENGUINS FPSO,FPSO,PENGUINS FPSO,ROYAL DUTCH SHELL,,,,,,,,0,149992.630666,Penguins Redevelopment Project - Derived from Subsea 7 ABZ17-134-RD-AA-0000.dwg,POINT (1.5465852850000488 61.58313032900003)
platforms.1266,United Kingdom,50c58648-4670-41fc-88c4-a6218f3d,Operational,KITTIWAKE,PLATFORM,PRODUCTION DRILLING & ACCOMMODATION STEEL,ENQUEST PLC,,,,,,,,0,136712.92853,,POINT (0.5106668750000267 57.46767848200005)
platforms.1268,United Kingdom,5d6bb73a-91e5-47f9-a8b4-6b8e34ba,Operational,JADE,PLATFORM,JADE,CHRYSAOR HOLDINGS,,,,,,,,0,253553.434871,Asset transfer from ConocoPhillips to Chrysaor October 2019,POINT (2.2541487330000223 56.849142114000074)
platforms.1271,United Kingdom,6b746730-66c1-4075-a97d-5ee9b228,Operational,FORTIES DELTA,PLATFORM,FORTIES DELTA,APACHE CORPORATION,,,,,,19750630,,0,161309.511996,,POINT (0.901627933000043 57.721761093000055)
platforms.1272,United Kingdom,1137b508-9c1d-46dc-aa50-b06667cd,Closed down,TARTAN A,PLATFORM,PRODUCTION LIFT,REPSOL SINOPEC RESOURCES,,,,,,,,0,140264.494377,,POINT (0.0720333520000622 58.369249997000054)
platforms.1273,United Kingdom,1218056c-88c1-4b1e-ade3-8ee28c41,Operational,AEGIR WAVERIDER BUOY WEST ST NINIAN KFB21/2012 AREA1,BUOY,AEGIR WAVERIDER BUOY WEST ST NINIAN OCT2012-OCT2015 KFB21/2012 AREA1,,,,,,,20121001,,0,4278.23581383,"yellow,0.7m in diameter, fitted with yellow flashing light.moored by a slack line with underwater floats allows to move around a 200m watch circle.Mariners are asked to keep distance from the buoy.",POINT (-1.4412827319999337 59.97601563900008)
platforms.1276,United Kingdom,52ec33c9-ae01-4d77-8c8a-4e2b56f6,Operational,PIERCE WAVERIDER,MONITOR BUOY,PIERCE WAVERIDER,ROYAL DUTCH SHELL,,,,,,20200428,,0,246209.033381,Deployment position notification from Jon Upton 28/04/2020,POINT (2.2701069940000593 57.15572609800006)
platforms.1281,United Kingdom,7e5b0e17-d6ba-48ed-b0e3-f6061231,Operational,CATS RISER,PLATFORM,RISER STEEL,CHRYSAOR HOLDINGS,,,,,,20170707,,0,215029.443589,,POINT (1.8021324190000314 57.757436159000065)
platforms.1282,United Kingdom,ee9b960a-24a0-41f2-8d38-02dd9f5e,Operational,NELSON A,PLATFORM,NELSON A,ROYAL DUTCH SHELL,,,,,,,,0,175006.440878,,POINT (1.1439990790000252 57.66222823000004)
platforms.1283,United Kingdom,a4db3b56-c96d-4f91-a4a9-1b14d7e4,Operational,ALWYN NORTH NAB,PLATFORM,PRODUCTION STEEL,TOTALENERGIES UPSTREAM UK LIMITED,,,,,,,,0,135715.653448,,POINT (1.7336613590000525 60.80960967000004)
platforms.1284,United Kingdom,ba90780a-347a-4ed7-a849-62053d0e,Operational,BERYL A,PLATFORM,PRODUCTION DRILLING CONCRETE GRAVITY BASE,APACHE CORPORATION,,,,,,,,0,156973.828919,,POINT (1.5342154130000267 59.54458852600004)
platforms.1285,United Kingdom,e8410621-9d68-44a1-9831-400173dd,Operational,MARINER B FSU,FSO,MARINER B FSU,EQUINOR ASA,,,,,,,,0,130672.57207,,POINT (1.0765156040000647 59.60829505800007)
platforms.1286,United Kingdom,062004c9-0197-42f3-ba78-097357b5,Operational,AUK A,PLATFORM,PRODUCTION & DRILLING STEEL,REPSOL SINOPEC RESOURCES,,,,,,,,0,243733.460814,,POINT (2.0619225290000713 56.39992994800008)
platforms.1289,United Kingdom,c2c9d0e7-67e4-42e3-93ee-0fb5207f,Operational,WELLHEAD MARKER BUOY: KFB 04/2005,BUOY,WELLHEAD MARKER BUOY: KINGFISHER FORTNIGHTLY BULLETIN 04/2005,,,,,,,20040217,,0,140508.594872,,POINT (1.807617968000045 60.59567497200004)
platforms.1291,United Kingdom,85d8c6f8-09c4-4285-b2b9-826974f5,Operational,MUNGO,PLATFORM,WELLHEAD STEEL,BP EXPLORATION,,,,,,,,0,226472.295037,,POINT (1.9965973270000745 57.374697764000075)
platforms.1292,United Kingdom,c224555b-b624-4287-8d8f-d2a97b96,Removed,BOOSTER PLATFORM 37/4A NORPIPE A.S,PLATFORM,BOOSTER PLATFORM 37/4A NORPIPE A.S,CONOCOPHILLIPS,,,,,,,,0,203905.985798,Removed June 15. 2010,POINT (1.6103954020000515 55.899465933000045)
platforms.1296,United Kingdom,e1299f05-cd22-434a-a807-709cc389,Operational,BERYL B,PLATFORM,PRODUCTION DRILLING STEEL,APACHE CORPORATION,,,,,,,,0,152767.025373,,POINT (1.511460904000046 59.60978809100004)
platforms.1300,United Kingdom,26df6790-4966-42c2-bc65-a98bb6ea,Operational,SCOTT JD,PLATFORM,PRODUCTION STEEL DRILLING,CNOOC INTERNATIONAL,,,,,,,,0,141568.264273,,POINT (0.2007539280000401 58.28870362300006)
