FID,country,platformid,current_status,name,category,function,operator,location_blocks,primary_production,weight_sub,weight_top,production_start,valid_from,valid_to,water_depth,coast_dist,remarks,the_geom
platforms.559,Norway,277489,Operational,OSEBERG ØST,Fixed steel,Above water production,Equinor Energy AS,NO_30/6,Crude Oil,6782,9540,,19990503,,157,92467.8005761,JACKET 4 LEGS; DRILLING - PROCESSING - QUARTER,POINT (2.935219400000051 60.70049720000003)
platforms.565,Norway,277713,Operational,NJORD A,Floating steel,Above water production,Equinor Energy AS,NO_6407/7,Crude Oil,10701,15405,,19971001,,330,73848.4842263,SEMISUB STEEL; DRILLING - OIL PRODUCER - PROCESSING - QUARTER,POINT (7.201522200000056 64.27098890000008)
platforms.568,Norway,272589,Operational,STATFJORD B-OLS,Other,Other,Equinor Energy AS,NO_33/12,Crude Oil,3949,1449,,19900801,,146,144913.426747,LOADING SYSTEM; OFFLOADING,POINT (1.838644400000021 61.22441670000006)
platforms.579,Norway,271777,Operational,HEIMDAL,Fixed steel,Above water production,Equinor Energy AS,NO_25/4,Natural Gas,16200,20600,,19851015,,120,151909.426404,JACKET 8 LEGS; DISTRIBUTION - DRILLING - OIL PRODUCER - PROCESSING - QUARTER - WELLHEAD,POINT (2.228805600000044 59.57416110000008)
platforms.584,Norway,272365,Operational,SLEIPNER A,Gravity-based concrete,Above water production,Equinor Energy AS,NO_15/9,Natural Gas,241360,43822,,19931001,,83,197818.536407,CONDEEP 4 SHAFTS; DRILLING - PROCESSING - QUARTER,POINT (1.9086139000000344 58.367313900000056)
platforms.594,Norway,277629,Operational,SLEIPNER T,Fixed steel,Above water production,Equinor Energy AS,NO_15/9,Natural Gas,6478,21804,,19970401,,82.5,197847.360339,JACKET 6 LEGS; PROCESSING,POINT (1.9064806000000658 58.36860560000008)
platforms.600,Norway,280849,Operational,RINGHORNE,Fixed steel,Above water production,Vår Energi ASA,NO_25/8,Crude Oil,9164,12590,,20030210,,128.5,136505.734631,JACKET 4 LEGS; DRILLING - PROCESSING - QUARTER,POINT (2.4498583000000735 59.266058300000054)
platforms.613,Norway,272085,Operational,SNORRE A,Floating steel,Above water production,Equinor Energy AS,NO_34/7,Crude Oil,17586,43435,,19920803,,335,130734.298078,TLP STEEL; DRILLING - PROCESSING - QUARTER,POINT (2.1443444000000227 61.44933610000004)
platforms.624,Norway,272897,Operational,OSEBERG B,Fixed steel,Above water production,Equinor Energy AS,NO_30/9,Crude Oil,18800,15019,,19881201,,108,105093.422899,JACKET 8 LEGS; DRILLING,POINT (2.8282528000000298 60.49333890000008)
platforms.630,Norway,271917,Operational,GULLFAKS B,Gravity-based concrete,Above water production,Equinor Energy AS,NO_34/10,Crude Oil,233000,27395,,19880229,,141,125283.816838,CONDEEP 4 SHAFTS; DRILLING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,POINT (2.20130000000006 61.20291670000006)
platforms.639,Norway,271273,Operational,STATFJORD A,Gravity-based concrete,Above water production,Equinor Energy AS,NO_33/9,Crude Oil,254000,41300,,19791124,,145,144580.03236,CONDEEP 3 SHAFTS; DRILLING - PROCESSING - QUARTER - STORAGE,POINT (1.8538750000000732 61.255683300000044)
platforms.644,Norway,272617,Decommissioned,STATFJORD C-SPM,Other,Other,Equinor Energy AS,NO_33/9,Crude Oil,3949,1449,,19840701,,145,143445.504343,LOADING SYSTEM; OFFLOADING,POINT (1.883833300000049 61.28105560000006)
platforms.647,Norway,279365,Decommissioned,JOTUN B,Fixed steel,Above water production,Vår Energi ASA,NO_25/8,Crude Oil,9346,12182,,19991021,,127,142074.00532,JACKET 4 LEGS; DRILLING - WELLHEAD,POINT (2.366908300000034 59.451019400000064)
platforms.628,Norway,279393,Operational,JOTUN A,Floating steel,Above water production,Vår Energi ASA,NO_25/8,Crude Oil,,37061,,19991021,,126,141033.098772,FPSO; OFFLOADING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,POINT (2.3863583000000403 59.455255600000044)
platforms.658,Norway,277405,Operational,BRAGE,Fixed steel,Above water production,Wintershall Dea Norge AS,NO_31/4,Crude Oil,13200,19200,,19930923,,136,92296.2343784,JACKET 8 LEGS; DRILLING - PROCESSING - QUARTER,POINT (3.0467972000000714 60.54255830000005)
platforms.661,Norway,272421,Operational,HEIDRUN,Floating concrete,Above water production,Equinor Energy AS,NO_6507/7,Crude Oil,290000,65000,,19951019,,345,158665.314477,TLP CONCRETE; DRILLING - OIL PRODUCER - PROCESSING - QUARTER,POINT (7.317500000000052 65.32583330000006)
platforms.664,Norway,271833,Operational,GULLFAKS A,Gravity-based concrete,Above water production,Equinor Energy AS,NO_34/10,Crude Oil,340000,48590,,19861221,,133,125577.942493,CONDEEP 4 SHAFTS; DRILLING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,POINT (2.1891500000000406 61.17610560000003)
platforms.681,Norway,277573,Decommissioned,HULDRA,Fixed steel,Above water production,Equinor Energy AS,NO_30/2,Natural Gas,7050,4100,,20011121,,125,102123.72906,JACKET 4 LEGS; OIL PRODUCER - WELLHEAD,POINT (2.650325000000066 60.85582500000004)
platforms.716,Norway,277601,Operational,SLEIPNER B,Fixed steel,Above water production,Equinor Energy AS,NO_15/9,Natural Gas,7062,4317,,19970401,,107.59999847,204504.955134,JACKET 4 LEGS; WELLHEAD,POINT (1.7178972000000385 58.417902800000036)
platforms.723,Norway,278329,Operational,TROLL A,Gravity-based concrete,Above water production,Equinor Energy AS,NO_31/6,Natural Gas,528000,25375,,19960515,,302,53617.6004093,CONDEEP 4 SHAFTS; DRILLING - PROCESSING - QUARTER,POINT (3.7264944000000355 60.64563890000005)
platforms.729,Norway,368635,Operational,KRISTIN,Floating steel,Above water production,Equinor Energy AS,NO_6406/2,Natural Gas,56628,19000,,20051103,,360,153627.457556,SEMISUB STEEL; GAS PRODUCER - OIL PRODUCER - PROCESSING - QUARTER,POINT (6.551341700000023 64.99395560000005)
platforms.748,Norway,279421,Operational,TROLL C,Floating steel,Above water production,Equinor Energy AS,NO_31/2,Crude Oil,13080,19750,,19991101,,339,50707.6004471,SEMISUB STEEL; PROCESSING - QUARTER,POINT (3.611444400000039 60.88632220000005)
platforms.784,Norway,280569,Operational,HEIMDAL HRP,Fixed steel,Above water production,Gassco AS,NO_25/4,,8158,2700,,20000930,,120,151961.70806,JACKET 4 LEGS; RISER,POINT (2.2283056000000556 59.57530000000003)
platforms.797,Norway,280205,Operational,OSEBERG SØR,Fixed steel,Above water production,Equinor Energy AS,NO_30/9,Crude Oil,7084,16121,,20000830,,101,109534.495445,JACKET 6 LEGS; DRILLING - PROCESSING - QUARTER,POINT (2.7969611000000327 60.39017220000005)
platforms.801,Norway,277321,Operational,VESLEFRIKK A,Fixed steel,Above water production,Equinor Energy AS,NO_30/3,Crude Oil,16065,6165,,19891226,,174,91130.440139,JACKET 4 LEGS; DRILLING,POINT (2.8978583000000526 60.78270560000004)
platforms.812,Norway,279505,Decommissioned,VARG A,Fixed steel,Above water production,Chrysaor Norge AS,NO_15/12,Crude Oil,3611,870,,19981222,,84,217567.783498,MONOTOWER; WELLHEAD,POINT (1.890469400000029 58.07791670000006)
platforms.842,Norway,410651,Operational,GUDRUN,Fixed steel,Above water production,Equinor Energy AS,NO_15/3,Crude Oil,10600,11000,,20140407,,109,184376.804438,JACKET 4 LEGS; GAS PRODUCER - OIL PRODUCER - QUARTER - SEPARATION - WELLHEAD,POINT (1.743722200000036 58.84522220000008)
platforms.844,Norway,282305,Operational,SLEIPNER FL,Fixed steel,Other,Equinor Energy AS,NO_15/9,Natural Gas,1344,781,,19930901,,83,197518.215546,JACKET TRIPOD; FLARE STACK,POINT (1.9121750000000475 58.369402800000046)
platforms.848,Norway,279841,Operational,BALDER FPU,Floating steel,Above water production,Vår Energi ASA,NO_25/11,Crude Oil,,33930,,19990930,,127,140572.396894,FPSO; OFFLOADING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,POINT (2.387416700000074 59.19160560000006)
platforms.871,Norway,271301,Operational,STATFJORD B,Gravity-based concrete,Above water production,Equinor Energy AS,NO_33/12,Crude Oil,434000,42200,,19821105,,145,145111.254072,CONDEEP 4 SHAFTS; DRILLING - PROCESSING - QUARTER - STORAGE,POINT (1.8306361000000493 61.20691110000007)
platforms.888,Norway,271805,Decommissioned,ODIN,Fixed steel,Above water production,Equinor Energy AS,NO_30/10,Natural Gas,6200,7600,,19840401,,103,153477.024754,JACKET 4 LEGS,POINT (2.1657500000000596 60.076933300000064)
platforms.932,Norway,271245,Operational,OSEBERG A,Gravity-based concrete,Above water production,Equinor Energy AS,NO_30/9,Crude Oil,115000,41979,,19881201,,109,105180.844471,CONDEEP 4 SHAFTS; DRILLING - PROCESSING - QUARTER,POINT (2.8273139000000356 60.491863900000055)
platforms.941,Norway,272561,Closed down,FRIGG TCP2,Gravity-based concrete,Above water production,Equinor Energy AS,UK_10010/1,Natural Gas,,22900,,19780801,,102,164600.162681,CONDEEP 3 SHAFTS; PROCESSING,POINT (2.0665361000000644 59.88012220000007)
platforms.975,Norway,279785,Operational,ÅSGARD A,Floating steel,Above water production,Equinor Energy AS,NO_6506/12,Crude Oil,,15000,,19990520,,315,154801.277984,FPSO; OFFLOADING - PROCESSING - QUARTER - STORAGE,POINT (6.727444400000024 65.06441670000004)
platforms.980,Norway,277349,Operational,VESLEFRIKK B,Floating steel,Above water production,Equinor Energy AS,NO_30/3,Crude Oil,,25461,,19891226,,176,91136.4896493,SEMISUB STEEL; PROCESSING - QUARTER,POINT (2.898611100000039 60.78138890000008)
platforms.999,Norway,279589,Operational,NORNE FPSO,Floating steel,Above water production,Equinor Energy AS,NO_6608/10,Crude Oil,,12372,,19971105,,378,152564.295135,FPSO; OFFLOADING - PROCESSING - QUARTER - STORAGE,POINT (8.088358300000039 66.02729170000003)
platforms.1007,Norway,280485,Operational,SNORRE B,Floating steel,Above water production,Equinor Energy AS,NO_34/4,Crude Oil,12799,20515,,20010627,,350,128428.023137,SEMISUB STEEL; DRILLING - PROCESSING - QUARTER,POINT (2.2115056000000664 61.52543890000004)
platforms.1016,Norway,272225,Operational,OSEBERG C,Fixed steel,Above water production,Equinor Energy AS,NO_30/6,Crude Oil,14000,24216,,19910902,,108,104360.8975,JACKET 8 LEGS; DRILLING - PROCESSING - QUARTER,POINT (2.7755972000000497 60.608338900000035)
platforms.1029,Norway,277797,Operational,SLEIPNER R,Fixed steel,Above water production,Equinor Energy AS,NO_15/9,Natural Gas,5300,5850,,19931001,,83,197649.418897,JACKET 4 LEGS; RISER,POINT (1.9105306000000724 58.36856390000003)
platforms.1038,Norway,277685,Operational,VISUND,Floating steel,Above water production,Equinor Energy AS,NO_34/8,Crude Oil,11520,18818,,19990526,,335,113256.227601,SEMISUB STEEL; DRILLING - PROCESSING - QUARTER,POINT (2.4589167000000316 61.37015560000003)
platforms.1051,Norway,271329,Operational,STATFJORD C,Gravity-based concrete,Above water production,Equinor Energy AS,NO_33/9,Crude Oil,358000,48100,,19850626,,145,142764.576407,CONDEEP 4 SHAFTS; DRILLING - PROCESSING - QUARTER - STORAGE,POINT (1.9025472000000718 61.296583300000066)
platforms.1064,Norway,283285,Operational,GRANE,Fixed steel,Above water production,Equinor Energy AS,NO_25/11,Crude Oil,17143,22841,,20030923,,127,135189.553535,JACKET 8 LEGS; DRILLING - OIL PRODUCER - PROCESSING - QUARTER,POINT (2.4873889000000418 59.16523890000008)
platforms.1072,Norway,406672,Operational,GJØA,Floating steel,Above water production,Neptune Energy Norge AS,NO_35/9,Crude Oil,14000,23100,,20101107,,360,36275.7158071,SEMISUB STEEL; PROCESSING - QUARTER,POINT (3.8968194000000267 61.332363900000075)
platforms.1050,Norway,280121,Operational,ÅSGARD B,Floating steel,Above water production,Equinor Energy AS,NO_6506/12,Natural Gas,,33600,,20001004,,300,157341.618451,SEMISUB STEEL; GAS EXPORT - PROCESSING - QUARTER,POINT (6.791186100000061 65.11037220000003)
platforms.1113,Norway,277965,Decommissioned,FRIGG DP2,Fixed steel,Above water production,Equinor Energy AS,NO_25/1,Natural Gas,11200,5500,,19780801,,97,164075.142015,JACKET 8 LEGS; DRILLING - PROCESSING - QUARTER,POINT (2.0723889000000213 59.88613060000006)
platforms.1148,Norway,280877,Operational,KVITEBJØRN,Fixed steel,Above water production,Equinor Energy AS,NO_34/11,Natural Gas,12275,14704,,20040926,,190,108142.64654,JACKET 4 LEGS; DRILLING - PROCESSING - QUARTER,POINT (2.4997194000000604 61.08030560000003)
platforms.1167,Norway,278273,Operational,TROLL B,Floating concrete,Above water production,Equinor Energy AS,NO_31/2,Crude Oil,138559,22342,,19950921,,320,61008.6781934,SEMISUB CONCRETE; PROCESSING - QUARTER,POINT (3.5031806000000643 60.77437500000008)
platforms.1168,Norway,272393,Operational,DRAUGEN,Gravity-based concrete,Above water production,OKEA ASA,NO_6407/9,Crude Oil,208000,28000,,19931019,,252,61140.2399368,CONDEEP MONOSHAFT; DRILLING - PROCESSING - QUARTER - STORAGE,POINT (7.782605600000068 64.35317220000007)
platforms.1176,Norway,280541,Operational,OSEBERG D,Fixed steel,Above water production,Equinor Energy AS,NO_30/9,Crude Oil,5983,10880,,20001001,,109,105121.725233,JACKET 4 LEGS; PROCESSING,POINT (2.8289861000000656 60.49066670000008)
platforms.1196,Norway,272645,Operational,GULLFAKS C,Gravity-based concrete,Above water production,Equinor Energy AS,NO_34/10,Crude Oil,593000,52935,,19900101,,216,121608.314814,CONDEEP 4 SHAFTS; DRILLING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,POINT (2.2738694000000237 61.214944400000036)
platforms.1193,Norway,414071,Operational,SKARV FPSO,Fixed steel,Above water production,Aker BP ASA,NO_6507/5,Natural Gas,,17000,,20121231,,368,161436.937328,FPSO; OFFLOADING - PROCESSING - QUARTER - STORAGE,POINT (7.651086100000043 65.69777780000004)
platforms.495,Norway,283341,Operational,TROLL RB3,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,200,,,19991101,,338,50921.4137021,SUBSEA STRUCTURE; RISER BASE,POINT (3.6062528000000498 60.88792220000005)
platforms.504,Norway,284405,Operational,34/8-A-10 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,,20000101,,335,113267.722046,SINGLE WELL TEMPLATE; WATER/GAS INJECTION,POINT (2.458730600000024 61.370408300000065)
platforms.512,Norway,287317,Operational,GULLFAKS A SSIV,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,118,,,20010201,,135,125575.567931,SUBSEA STRUCTURE; ISOLATION VALVE,POINT (2.1891944000000763 61.17610560000003)
platforms.529,Norway,280429,Operational,TROLL U1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,19991101,,335,53631.635217,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.581666700000028 60.84932780000008)
platforms.553,Norway,279673,Operational,GULLFAKS SØR G,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,,19981008,,135,120228.327875,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.2767361000000506 61.097286100000076)
platforms.560,Norway,278161,Operational,TROLL F,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,1159,,,19950923,,330,64080.0450847,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (3.4382444000000305 60.77616940000007)
platforms.527,Norway,424753,Decommissioned,25/8-E-1 H JETTE,,,,,,,,,20130522,,127,141413.534525,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.3697083000000703 59.40344720000007)
platforms.567,Norway,278217,Closed down,30/6-C-27 H,Subsea steel,Subsea,Equinor Energy AS,NO_30/6,Crude Oil,480,,,19911001,,106,109420.324912,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (2.7192556000000536 60.54101110000005)
platforms.570,Norway,356166,Operational,VIGDIS F,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,450,,,20031018,,220,134084.517295,MULTI WELL TEMPLATE; WATER INJECTION,POINT (2.0667000000000257 61.32068060000006)
platforms.576,Norway,280009,Operational,TROLL K2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,311,,,19990724,,320,54798.5132057,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.639794400000028 60.75583890000007)
platforms.580,Norway,284377,Operational,34/8-A-1 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,,19990526,,335,113211.324832,SINGLE WELL TEMPLATE; GAS INJECTOR,POINT (2.4597583000000327 61.37015830000007)
platforms.581,Norway,279617,Operational,GULLFAKS SØR L,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,402,,,20011001,,135,124750.107997,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.19277500000004 61.09674720000004)
platforms.591,Norway,281913,Operational,TROLL PRBN,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,,19980401,,324,60709.7258413,SUBSEA STRUCTURE; RISER BASE,POINT (3.5106250000000614 60.77320830000008)
platforms.610,Norway,278189,Operational,TROLL G,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,904,,,19950921,,327,65038.4787592,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (3.442141700000036 60.75352220000008)
platforms.618,Norway,280933,Decommissioned,FRIGG DP1,Fixed steel,Above water production,Equinor Energy AS,UK_10010/1,Natural Gas,7000,,,,,98,165071.889961,JACKET 8 LEGS,POINT (2.06083330000007 59.87402780000008)
platforms.621,Norway,278133,Operational,TROLL E,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,1004,,,19950919,,331,62623.0084422,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (3.4457389000000376 60.799216700000045)
platforms.626,Norway,281941,Operational,TROLL PRBS,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,,19950611,,324,60814.3655284,SUBSEA STRUCTURE; RISER BASE,POINT (3.509577800000045 60.77216940000005)
platforms.641,Norway,280457,Operational,TROLL U2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,311,,,19991101,,335,54869.9736177,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.572594400000071 60.83105000000006)
platforms.642,Norway,284601,Operational,34/8-A-8 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,45,,,20100101,,335,113253.844428,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.458986100000061 61.37036940000007)
platforms.646,Norway,282501,Operational,VALE,Subsea steel,Subsea,Spirit Energy Norway AS,NO_25/4,Natural Gas,131,,,20020531,,114,150752.128253,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (2.3105083000000377 59.70623060000008)
platforms.657,Norway,281017,Operational,GULLFAKS SØR M,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,402,,,20011001,,135,124756.742841,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.192675000000065 61.09705280000003)
platforms.671,Norway,372575,Operational,33/12-N-5,Subsea steel,Subsea,Equinor Energy AS,NO_33/12,Crude Oil,100,,,20070127,,140,136047.812953,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.9821889000000397 61.043877800000075)
platforms.679,Norway,280653,Operational,GULLFAKS SØR I,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,,19981008,,135,133082.663112,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.0369111000000544 61.05538890000008)
platforms.683,Norway,282081,Operational,TROLL PTO,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,,19991101,,338,50483.5494622,SUBSEA STRUCTURE; RISER BASE,POINT (3.6184361000000536 60.88241670000008)
platforms.688,Norway,282249,Operational,SNORRE MDU,Subsea steel,Other,Equinor Energy AS,NO_34/4,Crude Oil,6.3,,,20010627,,340,128407.404477,SUBSEA STRUCTURE; DISTRIBUTION,POINT (2.21194440000005 61.525555600000075)
platforms.697,Norway,280765,Operational,GULLFAKS SØR K,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,,19981008,,135,134512.331389,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.015494400000023 61.13607220000006)
platforms.714,Norway,280709,Operational,GULLFAKS SØR H,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,,19981008,,135,131082.905886,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.0739472000000205 61.05564720000007)
platforms.715,Norway,279057,Operational,TROLL M1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,20000715,,344,49001.9978876,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.62655280000007 60.915602800000045)
platforms.719,Norway,284545,Operational,34/8-A-19 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,,20040525,,335,113257.592304,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (2.45886390000004 61.36991940000007)
platforms.734,Norway,282977,Operational,34/8-A-22 H/AH,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,,20040116,,335,113237.308694,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.459250000000054 61.36997220000006)
platforms.735,Norway,279953,Operational,TROLL I2,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,Crude Oil,277,,,19980414,,315,58683.8712938,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.5775972000000706 60.72854170000005)
platforms.741,Norway,282109,Operational,TROLL RB1,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,,19991101,,338,50769.7875095,SUBSEA STRUCTURE; RISER BASE,POINT (3.6084917000000587 60.88897780000008)
platforms.751,Norway,283453,Operational,VISUND SDU-1,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,10.7,,,19990526,,335,113240.2213,SUBSEA STRUCTURE; DISTRIBUTION,POINT (2.4591667000000257 61.36972220000007)
platforms.757,Norway,279701,Operational,GULLFAKS SØR E,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,,19981008,,135,121162.057604,MULTI WELL TEMPLATE; GAS INJECTION,POINT (2.2606583000000455 61.11066670000008)
platforms.758,Norway,279729,Operational,TROLL N1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,292,,,20000106,,345,51100.4187523,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.586608300000023 60.91568890000008)
platforms.772,Norway,285357,Operational,SNORRE SDU-1,Subsea steel,Subsea,Equinor Energy AS,NO_34/4,Crude Oil,11,,,20010627,,340,128398.445107,SUBSEA STRUCTURE; DISTRIBUTION,POINT (2.212222200000042 61.525833300000045)
platforms.778,Norway,282445,Operational,TORDIS EXTENSION,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,318,,,19970701,,200,130867.722631,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.1199056000000382 61.27487220000006)
platforms.791,Norway,277517,Operational,GULLFAKS SØR D,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,,19981008,,135,122127.76321,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.244291700000076 61.12404170000008)
platforms.793,Norway,278105,Operational,TROLL D,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,1456,,,19950925,,338,60344.3100577,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (3.4448028000000477 60.856727800000044)
platforms.798,Norway,285413,Operational,SNORRE SDU-2,Subsea steel,Subsea,Equinor Energy AS,NO_34/4,Crude Oil,11,,,20010627,,340,128432.214755,SUBSEA STRUCTURE; DISTRIBUTION,POINT (2.2116194000000746 61.52594440000007)
platforms.800,Norway,279029,Operational,TROLL L1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,20001114,,327,57899.8380451,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.556041700000037 60.785122200000046)
platforms.820,Norway,283005,Operational,34/8-A-23 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,,20020101,,335,113230.382048,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (2.45938330000007 61.370002800000066)
platforms.825,Norway,280401,Operational,TROLL T2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,311,,,20010101,,335,54931.4965387,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.59319720000002 60.80808610000008)
platforms.829,Norway,279169,Operational,VIGDIS B,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,318,,,19970305,,292,131639.738179,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.117650000000026 61.39708060000004)
platforms.831,Norway,279197,Operational,VIGDIS E,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,318,,,19980101,,290,134300.635102,MULTI WELL TEMPLATE; WATER INJECTION,POINT (2.0679250000000593 61.39856110000005)
platforms.833,Norway,284657,Operational,34/8-A-9 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,45,,,20120601,,335,113260.487317,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.45886390000004 61.37038890000008)
platforms.836,Norway,283117,Operational,34/8-A-3 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,,19990526,,335,113219.040428,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (2.4596250000000737 61.370255600000064)
platforms.862,Norway,281885,Operational,TROLL PRB,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,,19940528,,324,61208.7121466,SUBSEA STRUCTURE; RISER BASE,POINT (3.497500000000059 60.775833300000045)
platforms.880,Norway,280681,Operational,GULLFAKS SØR J,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,,19981008,,135,134897.982237,MULTI WELL TEMPLATE; GAS INJECTION,POINT (2.00329720000002 61.06412220000004)
platforms.886,Norway,283313,Operational,TROLL RB2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,200,,,19991101,,338,50454.1262378,SUBSEA STRUCTURE; RISER BASE,POINT (3.6178278000000432 60.884136100000035)
platforms.898,Norway,283089,Operational,34/8-A-26  H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,45,,,20010101,,335,113211.966202,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (2.4597389000000476 61.37009440000003)
platforms.905,Norway,277657,Operational,VIGDIS C,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,318,,,19970305,,283,132292.123762,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.1033917000000315 61.38043060000007)
platforms.909,Norway,281969,Operational,TROLL PRS,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,,19950410,,325,61076.3400559,SUBSEA STRUCTURE; RISER SUPPORT,POINT (3.501172200000042 60.77494720000004)
platforms.911,Norway,282921,Operational,TROLL PILOT,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,380,,,19991103,,342,48177.64703,SUBSEA STRUCTURE; SEPARATION,POINT (3.6537583000000495 60.896338900000046)
platforms.926,Norway,279981,Operational,TROLL J2,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,Crude Oil,311,,,19990317,,315,54448.2360171,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.656547200000034 60.729297200000076)
platforms.935,Norway,278357,Operational,DRAUPNER E,Fixed steel,Above water production,Gassco AS,NO_16/11,Natural Gas,4418,,,19950813,,69.30000305,183464.289774,JACKET 4 LEGS; RISER,POINT (2.4726722000000336 58.189991700000064)
